,footlength,Age,weightkg,stature,waistbreadth/chestbreadth,error,waistcircumference,predictions
3035,273,45,962,1751,1.1221864951768488,-16.77001953125,1026,1042.77
3036,276,43,811,1758,1.01628664495114,-7.2308349609375,884,891.23083
3037,271,48,857,1681,1.1366666666666667,-19.8753662109375,983,1002.87537
3038,277,42,879,1805,1.1324503311258278,-4.1217041015625,957,961.1217
3039,263,46,882,1766,1.0125391849529781,18.769775390625,981,962.2302
3040,260,26,712,1740,1.0492957746478873,6.64752197265625,826,819.3525
3041,282,37,832,1768,1.1552346570397112,-15.69342041015625,925,940.6934
3042,262,27,742,1703,1.0494699646643109,19.517822265625,863,843.4822
3043,275,23,833,1845,1.0680272108843538,-14.678955078125,850,864.67896
3044,274,29,1151,1853,1.096676737160121,-14.7462158203125,1072,1086.7462
3045,267,30,792,1756,1.1237113402061856,-25.45611572265625,878,903.4561
3046,281,29,862,1858,1.1205673758865249,2.54095458984375,915,912.45905
3047,276,25,753,1763,1.0,-2.793701171875,812,814.7937
3048,262,23,823,1758,1.1578947368421053,10.61376953125,933,922.3862
3049,269,27,837,1768,1.0689655172413792,-50.9610595703125,847,897.96106
3050,267,28,932,1801,1.1924398625429553,-18.014404296875,987,1005.0144
3051,278,22,879,1761,1.2398523985239853,-20.2232666015625,956,976.22327
3052,270,41,819,1756,1.0695364238410596,17.13861083984375,942,924.8614
3053,270,35,1061,1830,1.2551724137931035,-17.733642578125,1087,1104.7336
3054,254,30,733,1726,1.0774647887323943,7.7696533203125,865,857.23035
3055,260,39,818,1718,1.1906474820143884,-16.19024658203125,965,981.19025
3056,264,38,907,1717,1.1415094339622642,-30.67877197265625,991,1021.6788
3057,277,37,875,1811,1.0961538461538463,31.7225341796875,974,942.27747
3058,280,24,902,1780,1.0064308681672025,12.7452392578125,903,890.25476
3059,250,23,663,1664,1.018181818181818,-29.06744384765625,761,790.06744
3060,264,23,740,1751,1.0037037037037038,-35.97857666015625,773,808.9786
3061,318,31,1093,1972,1.1503067484662577,43.7467041015625,1066,1022.2533
3062,278,23,661,1699,1.0275590551181102,-23.5172119140625,750,773.5172
3063,274,26,993,1819,1.1015873015873017,-6.9635009765625,983,989.9635
3064,248,43,766,1665,1.1013986013986015,4.4696044921875,945,940.5304
3065,234,36,619,1567,1.0217391304347827,-8.05126953125,828,836.0513
3066,273,28,792,1686,0.9761092150170648,4.8619384765625,847,842.13806
3067,259,51,984,1771,1.1039755351681957,-4.22900390625,1065,1069.229
3068,279,28,774,1800,0.9517241379310345,-8.798095703125,798,806.7981
3069,272,41,879,1783,1.0923566878980893,16.9315185546875,980,963.0685
3070,260,25,928,1756,1.1424050632911393,42.5609130859375,1044,1001.4391
3071,273,25,803,1722,1.1684981684981686,-40.6298828125,876,916.6299
3072,283,23,884,1761,1.2112676056338028,-7.93780517578125,957,964.9378
3073,283,26,836,1850,1.0602836879432624,-25.28021240234375,830,855.2802
3074,261,31,810,1816,1.0555555555555556,11.0645751953125,895,883.9354
3075,280,21,936,1772,1.0906040268456376,-5.14959716796875,933,938.1496
3076,269,20,619,1735,1.0745098039215686,19.1318359375,784,764.86816
3077,276,24,772,1705,1.106060606060606,-35.20654296875,840,875.20654
3078,276,25,908,1803,1.169064748201439,3.99530029296875,973,969.0047
3079,261,22,661,1750,1.075,22.6197509765625,815,792.38025
3080,298,30,1090,1777,1.3043478260869565,6.1141357421875,1112,1105.8859
3081,261,25,957,1759,1.1525974025974026,24.0692138671875,1022,997.9308
3082,280,31,877,1787,1.2037735849056603,-68.7327880859375,896,964.7328
3083,274,32,991,1766,1.2297297297297298,13.7652587890625,1076,1062.2347
3084,273,22,603,1762,0.9701492537313433,-8.359130859375,720,728.35913
3085,257,21,791,1688,1.1178571428571429,24.017333984375,921,896.98267
3086,280,26,791,1850,1.0284697508896796,-19.300537109375,813,832.30054
3087,288,23,771,1764,1.0763358778625953,-13.73040771484375,821,834.7304
3088,277,23,927,1798,1.1020408163265305,-0.901123046875,935,935.9011
3089,252,24,801,1678,1.0945945945945945,-9.9027099609375,897,906.9027
3090,268,29,969,1738,1.1221122112211221,13.20831298828125,1028,1014.7917
3091,253,30,775,1739,1.181159420289855,29.0574951171875,958,928.9425
3092,237,23,564,1577,1.130801687763713,-66.40435791015625,735,801.40436
3093,260,26,728,1707,1.1189591078066914,-40.65838623046875,823,863.6584
3094,293,23,1033,1863,1.141025641025641,18.40728759765625,1018,999.5927
3095,278,26,710,1820,1.1524163568773234,43.0496826171875,867,823.9503
3096,280,20,948,1816,1.1319444444444444,-18.79052734375,938,956.7905
3097,282,25,1020,1856,1.160535117056856,-3.3060302734375,1011,1014.306
3098,287,32,935,1806,1.1304347826086956,-49.345458984375,916,965.34546
3099,286,37,1007,1934,1.0453172205438066,37.62554931640625,1000,962.37445
3100,257,25,688,1774,0.9488054607508533,8.76690673828125,777,768.2331
3101,293,24,941,1800,1.1362126245847175,28.35919189453125,984,955.6408
3102,261,21,690,1673,1.051094890510949,15.1414794921875,820,804.8585
3103,323,21,1126,1944,1.0944625407166124,-17.7706298828125,980,997.7706
3104,263,25,935,1841,1.147766323024055,-28.295166015625,941,969.29517
3105,271,29,932,1761,1.1310344827586207,-47.1622314453125,943,990.16223
3106,276,26,979,1872,1.0816326530612246,-47.20166015625,914,961.20166
3107,256,28,917,1726,1.2775919732441472,41.560546875,1081,1039.4395
3108,270,51,850,1764,1.1129568106312293,12.64605712890625,978,965.35394
3109,243,33,542,1670,0.9588014981273408,-50.952880859375,677,727.9529
3110,273,48,948,1765,1.2091503267973855,12.0107421875,1062,1049.9893
3111,259,48,858,1720,1.1597222222222223,-25.3602294921875,990,1015.3602
3112,271,49,913,1718,1.0309597523219813,30.8458251953125,1040,1009.1542
3113,272,41,834,1784,1.0939597315436242,0.6773681640625,921,920.32263
3114,262,49,891,1651,1.1025641025641026,-1.4957275390625,1024,1025.4957
3115,277,43,988,1808,1.2018927444794953,25.229736328125,1073,1047.7703
3116,262,35,801,1740,1.173913043478261,-39.2762451171875,908,947.27625
3117,265,43,940,1710,1.2199312714776633,6.5899658203125,1072,1065.41
3118,271,32,1002,1804,1.0256410256410255,33.15802001953125,1016,982.842
3119,263,43,898,1719,1.0702875399361023,1.2525634765625,1002,1000.74744
3120,270,20,645,1794,1.0223880597014925,12.1649169921875,772,759.8351
3121,262,22,623,1736,1.0488721804511278,23.78839111328125,787,763.2116
3122,250,18,769,1616,1.0931034482758621,29.29229736328125,918,888.7077
3123,276,19,627,1744,1.0386100386100385,-28.57452392578125,725,753.5745
3124,280,25,855,1816,1.1344262295081968,39.364990234375,952,912.635
3125,259,29,855,1749,1.174061433447099,11.18927001953125,985,973.8107
3126,274,28,881,1749,1.1282894736842106,-0.2418212890625,951,951.2418
3127,263,34,765,1668,1.0466666666666666,12.82672119140625,893,880.1733
3128,240,46,628,1575,1.080701754385965,-6.49127197265625,860,866.4913
3129,250,32,756,1708,1.0694444444444444,3.350830078125,883,879.6492
3130,254,37,813,1645,1.0263157894736843,-31.4547119140625,896,927.4547
3131,269,23,956,1825,1.1283783783783783,-48.89251708984375,918,966.8925
3132,284,33,765,1800,1.0728476821192052,43.63037109375,891,847.3696
3133,291,27,823,1810,0.9732441471571907,18.7640380859375,843,824.23596
3134,269,28,825,1718,1.1611721611721613,-43.2861328125,896,939.28613
3135,289,25,1100,1808,1.249122807017544,-71.8526611328125,1022,1093.8527
3136,281,24,773,1814,1.053156146179402,41.49871826171875,870,828.5013
3137,260,29,807,1649,1.1363636363636365,30.72369384765625,975,944.2763
3138,281,32,1099,1857,1.1306990881458967,36.1004638671875,1097,1060.8995
3139,277,25,1059,1765,1.3169934640522876,72.211669921875,1187,1114.7883
3140,268,33,1044,1748,1.1751592356687899,-36.224365234375,1055,1091.2244
3141,265,54,846,1730,1.1072555205047319,38.5975341796875,1028,989.40247
3142,285,46,1223,1870,1.244514106583072,28.4913330078125,1217,1188.5087
3143,280,38,1000,1870,1.2229965156794425,-1.8089599609375,1036,1037.809
3144,280,36,835,1780,1.1552346570397112,-67.21392822265625,874,941.2139
3145,254,29,690,1761,1.0815602836879432,24.4102783203125,850,825.5897
3146,270,42,1002,1793,1.0822784810126582,-33.032958984375,1011,1044.033
3147,265,23,941,1781,1.0846905537459284,-16.62701416015625,953,969.627
3148,255,44,834,1705,1.1107491856677525,-6.79290771484375,975,981.7929
3149,273,26,1145,1761,1.2777777777777777,8.21435546875,1164,1155.7856
3150,272,26,833,1836,0.9909638554216867,102.62005615234375,947,844.37994
3151,259,48,945,1639,1.1924290220820188,19.10302734375,1093,1073.897
3152,266,43,868,1809,1.0693069306930694,9.1181640625,956,946.88184
3153,261,37,938,1738,1.121405750798722,11.3697509765625,1041,1029.6302
3154,273,44,966,1751,1.218543046357616,20.930419921875,1086,1065.0696
3155,262,43,1008,1741,1.1638795986622072,-30.27978515625,1058,1088.2798
3156,269,26,921,1707,1.313167259786477,-2.189697265625,1049,1051.1897
3157,259,33,1023,1736,1.105095541401274,8.233642578125,1053,1044.7664
3158,262,47,949,1649,1.2150170648464165,-55.015625,1024,1079.0156
3159,272,40,950,1767,1.167741935483871,3.3636474609375,1038,1034.6364
3160,294,36,1135,1831,1.1888544891640866,-9.7816162109375,1088,1097.7816
3161,242,41,735,1621,1.1654676258992807,27.3272705078125,977,949.6727
3162,280,28,748,1747,1.0105633802816902,-30.5408935546875,790,820.5409
3163,270,28,765,1728,1.0240549828178693,-47.44659423828125,796,843.4466
3164,277,25,842,1801,1.1095406360424027,-33.55126953125,868,901.5513
3165,282,34,886,1814,1.037162162162162,-33.44989013671875,873,906.4499
3166,282,26,726,1870,1.0350877192982457,31.57379150390625,820,788.4262
3167,292,28,829,1861,1.132890365448505,58.36175537109375,946,887.63824
3168,289,28,828,1806,1.1047297297297298,8.56134033203125,895,886.43866
3169,281,26,917,1794,1.304029304029304,-30.590576171875,980,1010.5906
3170,272,40,1064,1805,1.202572347266881,-30.3731689453125,1073,1103.3732
3171,279,28,804,1843,1.0694444444444444,-2.48773193359375,854,856.48773
3172,290,27,947,1993,1.097972972972973,-41.5208740234375,899,940.5209
3173,280,25,951,1847,1.1672131147540983,14.256103515625,994,979.7439
3174,246,28,714,1694,1.1079136690647482,-2.33905029296875,860,862.33905
3175,255,26,578,1673,0.9430604982206405,-5.822509765625,722,727.8225
3176,283,28,803,1874,1.0758620689655172,-2.11669921875,845,847.1167
3177,265,29,775,1736,1.042763157894737,44.136962890625,906,861.86304
3178,275,29,938,1789,1.0181268882175227,3.62469482421875,942,938.3753
3179,269,29,962,1672,1.1388888888888888,29.8095703125,1070,1040.1904
3180,264,22,822,1721,1.241509433962264,-24.50030517578125,932,956.5003
3181,287,27,880,1864,1.0641891891891893,17.44287109375,906,888.5571
3182,273,34,955,1840,1.1772575250836121,-23.6890869140625,980,1003.6891
3183,272,18,596,1774,1.0073529411764706,-6.518310546875,725,731.5183
3184,254,19,794,1664,1.1638225255972696,0.8485107421875,921,920.1515
3185,285,20,682,1781,1.0451127819548873,-3.96490478515625,774,777.9649
3186,277,21,863,1778,1.2,-14.79107666015625,926,940.7911
3187,291,21,801,1760,1.0427046263345197,-4.10308837890625,825,829.1031
3188,280,19,723,1730,1.0069204152249136,40.7586669921875,833,792.24133
3189,297,30,1023,1890,1.0262295081967212,-66.87896728515625,891,957.87897
3190,293,34,1010,1926,0.9968051118210862,-24.11358642578125,918,942.1136
3191,266,31,830,1795,1.1423357664233578,-24.88409423828125,902,926.8841
3192,255,22,784,1730,1.0598006644518272,14.2144775390625,876,861.7855
3193,277,38,1069,1785,1.0664556962025316,-52.714111328125,1011,1063.7141
3194,277,24,809,1805,1.0033112582781456,0.178955078125,835,834.82104
3195,249,30,794,1638,1.1054421768707483,-2.9407958984375,931,933.9408
3196,267,22,606,1789,0.9178082191780822,7.1700439453125,731,723.82996
3197,263,35,654,1685,1.070110701107011,-14.30706787109375,798,812.30707
3198,257,24,748,1693,1.164179104477612,-35.03448486328125,860,895.0345
3199,247,23,682,1700,0.9143835616438356,-25.12115478515625,742,767.12115
3200,255,41,833,1738,1.1804511278195489,-69.51959228515625,925,994.5196
3201,302,36,1025,1862,1.0579268292682926,20.719482421875,1000,979.2805
3202,259,31,828,1696,1.0902777777777777,-76.60888671875,860,936.6089
3203,273,23,891,1798,1.1145833333333333,-32.50439453125,893,925.5044
3204,276,30,949,1768,1.0977917981072556,16.0079345703125,995,978.99207
3205,250,31,702,1629,1.2058823529411764,9.89910888671875,920,910.1009
3206,291,43,1223,1866,1.1071428571428572,-25.7138671875,1110,1135.7139
3207,288,38,954,1894,1.1365079365079365,57.3936767578125,1032,974.6063
3208,262,36,727,1648,1.0857142857142856,-10.99334716796875,868,878.99335
3209,273,28,1008,1788,1.1706586826347305,21.704345703125,1064,1042.2957
3210,265,56,880,1808,1.0996784565916398,13.827392578125,1002,988.1726
3211,274,39,1103,1847,1.2581699346405228,4.6334228515625,1137,1132.3666
3212,258,29,700,1676,1.0962962962962963,-47.18182373046875,799,846.1818
3213,270,30,861,1774,1.0666666666666667,-9.1973876953125,912,921.1974
3214,255,28,786,1660,1.1054421768707483,-19.60736083984375,894,913.60736
3215,279,23,792,1760,1.0348432055749128,-31.00341796875,813,844.0034
3216,268,22,785,1757,1.1418181818181818,8.69110107421875,897,888.3089
3217,264,28,533,1698,1.0597609561752988,-24.99365234375,703,727.99365
3218,260,23,677,1761,1.053231939163498,-6.1221923828125,788,794.1222
3219,254,22,843,1678,1.1535836177474403,33.841552734375,991,957.15845
3220,278,22,908,1796,1.0484429065743945,-47.4185791015625,860,907.4186
3221,246,35,757,1641,1.2103321033210332,-17.46563720703125,945,962.46564
3222,288,31,629,1857,1.064748201438849,29.40985107421875,776,746.59015
3223,259,23,551,1708,1.0081967213114753,-20.681396484375,703,723.6814
3224,280,37,962,1816,1.3016949152542372,-4.711181640625,1046,1050.7112
3225,248,25,751,1680,1.141304347826087,43.53338623046875,940,896.4666
3226,300,49,939,1758,1.0576923076923077,25.42236328125,994,968.57764
3227,273,30,1055,1898,1.1818181818181819,-46.3065185546875,1000,1046.3065
3228,263,28,633,1733,1.0333333333333334,14.720703125,785,770.2793
3229,260,37,704,1680,1.1290322580645162,26.07470703125,905,878.9253
3230,300,22,1239,1906,1.2470238095238095,47.8409423828125,1178,1130.159
3231,289,23,714,1834,1.0530035335689045,41.69024658203125,823,781.30975
3232,267,33,859,1667,1.1217105263157894,45.62969970703125,1018,972.3703
3233,276,50,932,1826,1.1,29.38934326171875,1011,981.61066
3234,280,46,802,1803,1.070945945945946,36.1583251953125,932,895.8417
3235,276,52,845,1740,1.2919708029197081,-0.536865234375,1006,1006.53687
3236,264,26,687,1777,1.1013986013986015,41.3125,865,823.6875
3237,254,40,823,1678,1.1428571428571428,16.9295654296875,1001,984.07043
3238,269,35,924,1726,1.053627760252366,-8.83544921875,974,982.83545
3239,260,43,804,1689,1.2013888888888888,-32.48333740234375,953,985.48334
3240,281,23,816,1852,1.0443686006825939,3.01171875,842,838.9883
3241,272,21,871,1864,1.1070234113712374,-0.97467041015625,888,888.9747
3242,267,23,797,1790,0.9509803921568627,-11.8028564453125,803,814.80286
3243,291,22,991,1845,1.1246006389776357,6.3055419921875,984,977.69446
3244,272,22,829,1817,1.0950704225352113,-36.16180419921875,851,887.1618
3245,274,33,1105,1951,1.1432926829268293,24.365478515625,1081,1056.6345
3246,283,28,1038,1751,1.1724137931034482,-35.8956298828125,1027,1062.8956
3247,269,23,781,1717,0.9807073954983923,0.92578125,825,824.0742
3248,262,30,718,1711,0.9894366197183099,-26.12640380859375,782,808.1264
3249,253,39,879,1678,1.1342281879194631,-0.7283935546875,1013,1013.7284
3250,265,43,799,1738,1.119298245614035,18.49835205078125,960,941.50165
3251,263,37,809,1783,1.1560283687943262,16.67462158203125,951,934.3254
3252,268,30,890,1695,1.1389830508474577,-26.87445068359375,960,986.87445
3253,268,53,721,1726,0.9562289562289562,8.21014404296875,842,833.78986
3254,247,29,910,1651,1.1590909090909092,-28.873046875,995,1023.87305
3255,256,26,789,1690,1.0859106529209621,-11.67938232421875,883,894.6794
3256,268,37,879,1790,1.2130584192439862,42.84625244140625,1037,994.15375
3257,282,58,893,1744,1.1972318339100345,32.5318603515625,1048,1015.46814
3258,268,46,889,1765,1.1366666666666667,23.14971923828125,1019,995.8503
3259,277,26,1007,1849,1.235494880546075,24.555908203125,1060,1035.4441
3260,275,42,1074,1790,1.1853035143769968,-37.1641845703125,1072,1109.1642
3261,261,47,775,1672,1.0616883116883118,23.3017578125,951,927.69824
3262,270,47,779,1740,1.0,-5.1826171875,875,880.1826
3263,258,28,670,1751,1.1592592592592592,5.2181396484375,850,844.78186
3264,249,31,516,1670,0.9660377358490566,-44.8599853515625,670,714.86
3265,262,43,887,1768,1.0869565217391304,-26.803955078125,963,989.80396
3266,253,42,644,1664,1.1705426356589148,7.730224609375,876,868.2698
3267,282,31,949,1855,1.2226148409893993,-32.1116943359375,965,997.1117
3268,266,19,710,1675,1.1777777777777778,10.64569091796875,874,863.3543
3269,248,19,748,1693,1.1624548736462095,22.59161376953125,908,885.4084
3270,275,23,808,1807,0.9003322259136213,-21.4105224609375,778,799.4105
3271,275,23,741,1790,1.072992700729927,-36.26824951171875,793,829.26825
3272,259,33,611,1711,1.027027027027027,-35.23431396484375,730,765.2343
3273,252,23,658,1678,0.996415770609319,-24.4859619140625,752,776.48596
3274,259,27,824,1741,1.2307692307692308,-13.691650390625,952,965.69165
3275,285,23,753,1766,0.9964664310954063,-2.75274658203125,801,803.75275
3276,266,25,856,1804,1.1672597864768683,-6.09503173828125,930,936.09503
3277,269,23,939,1773,1.2089041095890412,14.14251708984375,1017,1002.8575
3278,254,34,762,1643,1.1228070175438596,-30.44476318359375,893,923.44476
3279,268,28,725,1718,1.0488721804511278,-25.0467529296875,806,831.04675
3280,275,24,700,1680,1.0300751879699248,0.0,801,801.0
3281,265,19,786,1726,1.2169117647058822,-23.6220703125,891,914.6221
3282,266,35,994,1671,1.24,21.032470703125,1105,1083.9675
3283,294,21,939,1831,1.206896551724138,-1.79010009765625,972,973.7901
3284,264,20,652,1730,0.9888475836431226,-30.8963623046875,727,757.89636
3285,269,28,849,1809,1.1566666666666667,23.28961181640625,957,933.7104
3286,263,23,809,1726,1.0816993464052287,58.308349609375,948,889.69165
3287,260,53,955,1690,1.1704180064308682,-5.9075927734375,1065,1070.9076
3288,283,23,838,1808,1.0576271186440678,-18.35205078125,847,865.35205
3289,292,30,914,1828,1.0754098360655737,19.3187255859375,941,921.6813
3290,275,45,1084,1765,1.33993399339934,-2.7677001953125,1174,1176.7677
3291,303,40,921,1818,1.1360759493670887,51.36700439453125,1019,967.633
3292,273,49,1043,1787,1.2524590163934426,-2.729736328125,1123,1125.7297
3293,271,31,629,1805,0.86,-16.85809326171875,706,722.8581
3294,254,23,800,1727,1.1517241379310346,-9.5130615234375,910,919.51306
3295,271,47,869,1748,1.1333333333333333,6.6541748046875,992,985.3458
3296,294,32,948,1873,1.118032786885246,42.654541015625,999,956.34546
3297,265,34,672,1695,1.003875968992248,-52.9996337890625,740,792.99963
3298,270,26,741,1761,1.0528169014084507,0.28167724609375,835,834.7183
3299,275,40,1012,1797,1.1393188854489165,34.803955078125,1085,1050.196
3300,251,25,856,1730,1.0718954248366013,-16.91058349609375,912,928.9106
3301,274,22,788,1690,1.0465116279069768,-1.32916259765625,856,857.32916
3302,276,41,1002,1783,1.0118694362017804,21.2275390625,1018,996.77246
3303,281,30,689,1829,1.1167883211678833,33.23809814453125,839,805.7619
3304,292,39,877,1822,1.1213114754098361,-2.14068603515625,932,934.1407
3305,268,32,857,1744,1.1970260223048328,-81.69921875,897,978.6992
3306,280,32,900,1803,1.1237458193979932,-11.720947265625,945,956.72095
3307,270,30,958,1765,1.1428571428571428,23.99847412109375,1029,1005.0015
3308,277,29,753,1688,1.069078947368421,27.67303466796875,887,859.32697
3309,267,26,818,1662,1.0896057347670252,-19.17376708984375,897,916.17377
3310,232,27,597,1663,0.9816176470588235,3.80084228515625,768,764.19916
3311,259,26,730,1663,1.0833333333333333,10.1195068359375,866,855.8805
3312,286,27,806,1721,1.1103202846975089,15.975341796875,907,891.02466
3313,262,25,760,1770,1.1263157894736842,40.3543701171875,918,877.6456
3314,275,23,668,1725,0.9296296296296296,-33.13238525390625,716,749.1324
3315,284,26,965,1788,1.1470588235294117,-57.11700439453125,934,991.117
3316,285,23,794,1893,1.0640569395017794,30.983642578125,845,814.01636
3317,260,20,705,1794,1.0138888888888888,38.74920654296875,827,788.2508
3318,289,23,1076,1763,1.1528239202657806,36.8131103515625,1101,1064.1869
3319,284,29,957,1831,1.1741935483870967,57.9486083984375,1047,989.0514
3320,247,38,958,1640,1.2331081081081081,-5.216796875,1070,1075.2168
3321,256,33,983,1687,1.255591054313099,63.7705078125,1135,1071.2295
3322,278,20,675,1827,1.04,-14.1160888671875,759,773.1161
3323,265,22,798,1798,1.1045296167247387,11.6734619140625,888,876.32654
3324,275,21,912,1708,1.1711409395973154,5.74005126953125,981,975.25995
3325,262,31,876,1753,1.1137123745819397,-9.09234619140625,956,965.09235
3326,276,21,783,1793,1.120274914089347,62.745361328125,928,865.25464
3327,291,23,849,1858,0.977491961414791,25.6011962890625,850,824.3988
3328,269,24,603,1677,0.9885057471264368,3.7406005859375,743,739.2594
3329,283,28,887,1744,1.2234042553191489,-11.41778564453125,970,981.4178
3330,276,22,947,1805,1.1875,-19.9451904296875,970,989.9452
3331,255,28,708,1623,1.1363636363636365,54.09661865234375,932,877.9034
3332,273,22,860,1754,1.0066889632107023,-16.8153076171875,857,873.8153
3333,272,19,743,1743,1.0392857142857144,-10.06787109375,807,817.0679
3334,278,51,946,1718,1.089700996677741,-27.5345458984375,1001,1028.5345
3335,255,26,889,1697,1.2644927536231885,23.35595703125,1052,1028.644
3336,299,39,956,1881,1.1399317406143346,-20.75860595703125,961,981.7586
3337,259,21,602,1755,0.9666666666666667,-12.32415771484375,721,733.32416
3338,284,37,1153,1738,1.2590361445783131,-4.0621337890625,1175,1179.0621
3339,277,24,947,1786,1.1911262798634812,-16.01885986328125,983,999.01886
3340,260,35,720,1714,1.0962962962962963,-51.6307373046875,816,867.63074
3341,268,27,752,1703,1.063157894736842,3.7889404296875,858,854.21106
3342,257,32,669,1650,1.0214285714285714,-5.63079833984375,801,806.6308
3343,282,21,1062,1839,1.1543408360128617,-9.0794677734375,1026,1035.0795
3344,276,22,1088,1652,1.264406779661017,-30.9278564453125,1095,1125.9279
3345,259,21,710,1726,1.0300751879699248,-35.61859130859375,767,802.6186
3346,254,20,997,1738,1.2491694352159468,37.0650634765625,1082,1044.9349
3347,283,26,916,1740,1.092063492063492,24.0064697265625,967,942.9935
3348,253,32,947,1647,1.2593856655290103,0.7047119140625,1073,1072.2953
3349,267,52,761,1702,1.0688524590163935,18.21209716796875,933,914.7879
3350,239,37,950,1637,1.1580547112462005,90.2467041015625,1139,1048.7533
3351,248,30,773,1657,1.132841328413284,-59.80975341796875,867,926.80975
3352,268,29,846,1775,1.1408450704225352,-32.4605712890625,904,936.4606
3353,263,32,917,1777,1.217687074829932,-12.78271484375,1006,1018.7827
3354,277,50,1008,1774,1.2305194805194806,64.137939453125,1156,1091.862
3355,255,43,821,1706,1.1133333333333333,-7.59423828125,964,971.59424
3356,266,51,747,1788,1.1129568106312293,38.7752685546875,933,894.22473
3357,305,31,1107,1886,1.1661442006269593,8.595703125,1047,1038.4043
3358,263,31,774,1683,1.0513698630136987,31.57373046875,910,878.4263
3359,295,33,1271,1900,1.268370607028754,71.3199462890625,1254,1182.68
3360,287,47,842,1786,1.0903225806451613,68.6612548828125,996,927.33875
3361,262,23,792,1712,1.1908127208480566,34.379150390625,960,925.62085
3362,280,48,848,1760,0.996742671009772,-29.07281494140625,892,921.0728
3363,257,50,832,1711,1.1903114186851211,-7.07427978515625,1002,1009.0743
3364,264,46,880,1720,1.1706484641638226,1.13037109375,1021,1019.8696
3365,280,23,887,1798,1.2040816326530612,12.43817138671875,972,959.5618
3366,267,41,1067,1730,1.314569536423841,8.346435546875,1171,1162.6536
3367,264,29,908,1740,1.2591240875912408,-5.188720703125,1020,1025.1887
3368,275,25,699,1755,1.0210526315789474,17.28314208984375,811,793.71686
3369,287,48,1009,1837,1.2607260726072607,44.97119140625,1115,1070.0288
3370,246,30,813,1726,1.1530944625407167,66.76165771484375,1020,953.23834
3371,275,37,967,1790,1.1360759493670887,16.706787109375,1036,1019.2932
3372,271,26,724,1731,1.0392857142857144,5.6278076171875,826,820.3722
3373,262,21,656,1663,0.9858657243816255,28.74322509765625,795,766.2568
3374,290,19,1054,1818,1.127388535031847,17.40118408203125,1036,1018.5988
3375,282,21,958,1777,1.1728813559322033,19.20111083984375,1009,989.7989
3376,275,24,1135,1786,1.264406779661017,-60.5684814453125,1076,1136.5685
3377,285,31,886,1799,1.0814332247557004,12.56317138671875,934,921.4368
3378,289,30,834,1855,1.0903010033444815,21.16912841796875,903,881.8309
3379,257,28,834,1726,1.1781818181818182,-36.59161376953125,923,959.5916
3380,271,24,862,1708,1.146341463414634,-42.99664306640625,904,946.99664
3381,269,23,738,1748,1.0863309352517985,2.8741455078125,846,843.12585
3382,266,21,760,1757,1.1877394636015326,-16.676513671875,872,888.6765
3383,291,22,778,1800,1.0,9.45404052734375,805,795.54596
3384,277,20,931,1749,1.1254125412541254,10.64654541015625,956,945.35345
3385,246,30,695,1706,1.0962962962962963,-8.657958984375,838,846.65796
3386,302,25,1017,1980,1.1229235880398671,-35.45770263671875,939,974.4577
3387,263,42,815,1747,1.153061224489796,-1.44287109375,960,961.4429
3388,300,37,1006,1816,1.1582491582491583,6.47918701171875,1018,1011.5208
3389,272,21,606,1719,1.0923694779116466,-3.43634033203125,761,764.43634
3390,285,21,778,1790,1.0909090909090908,27.17230224609375,871,843.8277
3391,259,19,650,1688,1.2277992277992278,-8.2646484375,838,846.26465
3392,282,30,1126,1762,1.1454005934718101,25.3243408203125,1137,1111.6757
3393,270,33,907,1694,1.0258064516129033,20.2742919921875,978,957.7257
3394,283,42,815,1764,0.9858657243816255,-27.2738037109375,843,870.2738
3395,268,23,673,1727,0.9963768115942029,5.041748046875,777,771.95825
3396,278,43,727,1840,1.0464285714285715,-16.09722900390625,810,826.0972
3397,268,22,829,1735,1.118811881188119,34.41046142578125,944,909.58954
3398,267,39,936,1758,1.2123287671232876,-43.346435546875,1004,1047.3464
3399,288,39,932,1802,1.098639455782313,-15.20062255859375,947,962.2006
3400,270,23,879,1802,1.0681003584229392,-53.89276123046875,858,911.89276
3401,286,25,951,1800,1.146031746031746,14.12530517578125,990,975.8747
3402,262,35,756,1769,1.25,-20.5068359375,887,907.50684
3403,284,27,780,1897,1.0174825174825175,43.104736328125,833,789.89526
3404,271,38,926,1690,1.1638795986622072,-40.12451171875,996,1036.1245
3405,287,30,1302,1786,1.2338461538461538,-59.7000732421875,1168,1227.7001
3406,277,40,821,1907,1.0193548387096774,44.2581787109375,912,867.7418
3407,277,30,1098,1779,1.205521472392638,2.0892333984375,1113,1110.9108
3408,304,20,956,1861,1.01875,1.62646484375,897,895.37354
3409,255,22,633,1685,1.0072727272727273,-9.77752685546875,753,762.7775
3410,289,42,971,1797,1.0365448504983388,11.571533203125,981,969.42847
3411,280,26,760,1687,1.007380073800738,-23.572265625,805,828.57227
3412,280,41,926,1805,1.126543209876543,23.53057861328125,1003,979.4694
3413,266,43,1084,1755,1.270440251572327,4.1773681640625,1162,1157.8226
3414,249,25,562,1702,1.0859375,2.86773681640625,757,754.13226
3415,272,23,874,1746,1.1237113402061856,1.12457275390625,943,941.8754
3416,258,30,633,1670,1.0754716981132075,27.4088134765625,824,796.5912
3417,255,49,826,1624,1.15625,3.59881591796875,1017,1013.4012
